User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
abbokey,KellyannePolls,-0.3182,0.099,0.901,0.0,"RT @KellyannePolls: Now match the 1.2 billion dollars with the ""winning"" campaign messages and the post-election spin as to why they lost."
luanph0311,MrBudSmith,0.2023,0.0,0.904,0.096,RT @MrBudSmith: Trump faces first significant post-election pushback from Republicans over CIA report on Russia - LA Times https://t.co/8xo
luanph0311,t,0.2023,0.0,0.904,0.096,RT @MrBudSmith: Trump faces first significant post-election pushback from Republicans over CIA report on Russia - LA Times https://t.co/8xo
blawgs_io,electionlawblog,-0.0772,0.098,0.902,0.0,Sorry But Alleged Russian Influence in Presidential Election Wont Lead to a Do-Over : https://t.co/MHsYqL0u3Y
mollymoor,BigRadMachine,0.5859,0.0,0.774,0.226,RT @BigRadMachine: The real winner of the election is every company that makes antidepressants.
soozanderson4,AG_Conservative,0.6124,0.115,0.577,0.308,RT @AG_Conservative: Both true:Russia actively worked to help Trump throughout election.HRC was an awful candidate who put own interest
soldierDtruth,CoryBooker,0.4588,0.0,0.81,0.19,RT @CoryBooker: I join urgent call for Congress to form bipartisan select committee to investigate Russian interference in election: https:
deerhunter635,GitRDoneLarry,0.7084,0.124,0.612,0.264,RT @GitRDoneLarry: I know I said I'm blocking all Whiney election tweet but some are so dad gum entertaining! Ok starting again... now.
katherineislay,nytimes,0.6124,0.106,0.63,0.264,RT @nytimes: A remarkable breach has emerged between Trump and intelligence agencies over claims that Russia hacked the election https://t.
katherineislay,,0.6124,0.106,0.63,0.264,RT @nytimes: A remarkable breach has emerged between Trump and intelligence agencies over claims that Russia hacked the election https://t.
McLonergan,LeahR77,0.0772,0.0,0.942,0.058,RT @LeahR77: Democrats Graham &amp; McCain Will Head Probe Into So Called Russian Influence Of Election &gt; Seems They Want WW3 https://t.co/JNhj
McLonergan,t,0.0772,0.0,0.942,0.058,RT @LeahR77: Democrats Graham &amp; McCain Will Head Probe Into So Called Russian Influence Of Election &gt; Seems They Want WW3 https://t.co/JNhj
Atheist_IMAGINE,kurteichenwald,-0.2382,0.22,0.67,0.11,"RT @kurteichenwald: No offense, @chucktodd, but when u say no one was sure Russia behind hack pre-election, shows u need to read more. http"
HostileParadox,EJDionne,0.0,0.0,1.0,0.0,"RT @EJDionne: ""Russia set out to influence the U.S. election..Republicans in Congress decided not to speak out against them..both calculati"
FelassanMa_lath,markoff,-0.25,0.136,0.777,0.087,RT @markoff: Michigan officials admit majority of Detroit vote counting machines broke on Election Day - Palmer Report https://t.co/Gx9btLq
FelassanMa_lath,t,-0.25,0.136,0.777,0.087,RT @markoff: Michigan officials admit majority of Detroit vote counting machines broke on Election Day - Palmer Report https://t.co/Gx9btLq
Diannarinratmom,Miami4Trump,0.6833,0.14,0.594,0.266,"RT @Miami4Trump: Sorry Libs, Lindsey &amp; John Don't Qualify As Bilateral Support For Your BOGUS, Putin Hacked The Election Fairytale! LMAO "
KweenLiapold,michaelianblack,0.0,0.0,1.0,0.0,RT @michaelianblack: Another thing that isn't normal: there has not been a single moment since 11/8 where some part of me wasn't thinking a
joanofarc1412,markoff,-0.25,0.136,0.777,0.087,RT @markoff: Michigan officials admit majority of Detroit vote counting machines broke on Election Day - Palmer Report https://t.co/Gx9btLq
joanofarc1412,t,-0.25,0.136,0.777,0.087,RT @markoff: Michigan officials admit majority of Detroit vote counting machines broke on Election Day - Palmer Report https://t.co/Gx9btLq
MtRushmore2016,LIpatriot1,0.5063,0.105,0.62,0.274,RT @LIpatriot1: @NCbgirl @MaydnUSA and if I'm not mistaken Obama played a hand in Canadian election
mellowkelo,AlyssaColeLit,-0.4767,0.129,0.871,0.0,"RT @AlyssaColeLit: ""state officials are now admitting that most of the voting machines in Detroit were broken on Election Day"" Hmm. https:/"
mellowkelo,,-0.4767,0.129,0.871,0.0,"RT @AlyssaColeLit: ""state officials are now admitting that most of the voting machines in Detroit were broken on Election Day"" Hmm. https:/"
Ombudsman,SenJohnMcCain,-0.296,0.099,0.901,0.0,RT @SenJohnMcCain: #CyberSecurity can't be partisan. The stakes are too high. Will work across aisle to investigate &amp; stop cyberattacks htt
BevPerryMusic,ProudlyLiberal2,0.0,0.0,1.0,0.0,"RT @ProudlyLiberal2: KeithOlbermann: This was not an election, this was a Coup D'Etat abetted by traitors. From 11/1: The Trumpchurian  ht"
birdsnfrogs,austinhollenba,-0.4215,0.141,0.859,0.0,"RT @austinhollenba: Here's the piece from the Detroit News, saying ""87 optical scanners broke on Election Day"" https://t.co/hGcHH5JN1v"
birdsnfrogs,detroitnews,-0.4215,0.141,0.859,0.0,"RT @austinhollenba: Here's the piece from the Detroit News, saying ""87 optical scanners broke on Election Day"" https://t.co/hGcHH5JN1v"
Twisty58,carold501,0.7881,0.143,0.515,0.342,"RT @carold501: Funny how the left laughed and said the election couldn't be hacked and then when their darling Hillary lost, they scream it"
clellab1,NotJoshEarnest,0.471,0.0,0.861,0.139,"RT @NotJoshEarnest: Listen up folks! Just because we lie about everything, doesn't mean we're lying about Russia hacking the election."
stldesktop,veggie64_leslie,-0.3016,0.145,0.759,0.096,"RT @veggie64_leslie: Homeland Security IP address linked to attempted hack into GA voting systemIs this ""fake news"" HRC was afraid of?htt"
alimhaider,Panhandlebound,0.0,0.0,1.0,0.0,@Panhandlebound EC either needs to overturn the election or we must redo the election https://t.co/eOpmTZ1mzt
alimhaider,cnn,0.0,0.0,1.0,0.0,@Panhandlebound EC either needs to overturn the election or we must redo the election https://t.co/eOpmTZ1mzt
SabrinaTenney,lindaantonO,0.0,0.0,1.0,0.0,@lindaantonO @Kriscental This is NOT about Hilary it's about another country hijacking our election.
herblatino,sunbeltgirl,-0.6478,0.202,0.798,0.0,"RT @sunbeltgirl: MT @INTJutsu: As media focuses on the election, Obama  implements most destructive plans behind the scenes.https://t.co/A"
TineCrane1,NewYorker,0.5122,0.0,0.858,0.142,"RT @NewYorker: The election of Donald Trump to the Presidency is nothing less than a tragedy for America, David Remnick writes. https://t.c"
TineCrane1,,0.5122,0.0,0.858,0.142,"RT @NewYorker: The election of Donald Trump to the Presidency is nothing less than a tragedy for America, David Remnick writes. https://t.c"
SquishyBomb1,BushwackCA,-0.8109,0.295,0.705,0.0,"RT @BushwackCA: So if #Russia ""Hacked the US election"" then maybe #Hillary didn't win the popular vote. I would bet Russia would rather dea"
SFDoug,WalshFreedom,0.7992,0.058,0.677,0.266,"RT @WalshFreedom: There's evidence Russia messed around with our election, but cuz our guy won, people on my side are ok with that?That's"
RobinSeaholm,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
rundiwala,thehill,0.0,0.0,1.0,0.0,RT @thehill: FBI breaks with CIA on Russian motives for interfering in U.S. electionhttps://t.co/iB3SfByyup https://t.co/byicz0v0lE
rundiwala,twitter,0.0,0.0,1.0,0.0,RT @thehill: FBI breaks with CIA on Russian motives for interfering in U.S. electionhttps://t.co/iB3SfByyup https://t.co/byicz0v0lE
DavidMoralee,youtube,-0.6908,0.289,0.711,0.0,"Arrogance &amp; Media Corruption, lost the DNC it's election, not #RussianInterference and still it continues.  https://t.co/wT30zOd14g"
foxmia1971,DanielleMuscato,0.7184,0.0,0.778,0.222,"RT @DanielleMuscato: ""If Hillary Clinton won the election &amp; CIA report came out of foreign tampering, I'm sure @GOP'd be having exact same"
biggunz1965,mitchellvii,-0.5574,0.195,0.805,0.0,RT @mitchellvii: So the Democrats are claiming that the Russians rigged the election by exposing what Democrats really think?You can't ma
keating_eleanor,LindaSuhler,-0.5574,0.247,0.753,0.0,RT @LindaSuhler: #FakeNews: CNN Shamed into Major Corrections on Ghana Election Storyhttps://t.co/czJezq4MlR
Get2KnowSaintJo,bryanbehar,0.0772,0.18,0.631,0.189,RT @bryanbehar: We are talking about the theft of an American election by a foreign enemy. And no branch of govt willing to ensure justice
MarilynnePryor,Steven_Strauss,-0.128,0.067,0.933,0.0,RT @Steven_Strauss: Trump: Obama is a Kenyan MuslimFox: America needs to hear this CIA: Putin tried to rig election for Trump Fox: we c
Huffaker3,America_1st_,0.0,0.0,1.0,0.0,RT @America_1st_: BREAKING#RussianHacker was caught on camera at voting booth trying to influence election by voting for Donald J. Trum
pl8ofshrimp,jonhartmannjazz,0.0,0.0,1.0,0.0,@jonhartmannjazz @mmpadellan https://t.co/AtlfkHh7r1
pl8ofshrimp,petitions,0.0,0.0,1.0,0.0,@jonhartmannjazz @mmpadellan https://t.co/AtlfkHh7r1
LaCina52,Green_Footballs,-0.4767,0.124,0.876,0.0,"RT @Green_Footballs: Wondering what it would take for this country to say, ""Wait, this is wrong. We need to re-do this election."" Because h"
zeroinscw,cerenomri,0.0,0.0,1.0,0.0,"RT @cerenomri: Remember that one week during the election when the left was really, really concerned about anti-Semitism?They're supporti"
katgrneyes,CodeAud,0.0516,0.0,0.915,0.085,"RT @CodeAud: Kellyanne Conway calls CIA report on Russian election meddling ""laughable and ridiculous""https://t.co/NMnedgK9Fw"
katgrneyes,washingtonpost,0.0516,0.0,0.915,0.085,"RT @CodeAud: Kellyanne Conway calls CIA report on Russian election meddling ""laughable and ridiculous""https://t.co/NMnedgK9Fw"
strawberryheidi,mtracey,-0.25,0.095,0.905,0.0,"RT @mtracey: Dems' post-election lunacy closely resembles GOP birtherism, except in this case the paranoia is far more mainstream https://t"
strawberryheidi,,-0.25,0.095,0.905,0.0,"RT @mtracey: Dems' post-election lunacy closely resembles GOP birtherism, except in this case the paranoia is far more mainstream https://t"
LaOkieKat,laurahollis61,-0.6486,0.238,0.762,0.0,"RT @laurahollis61: This whole ""Russians hacked the election"" story is the biggest load of crap since#Benghazi ""it-was-a-video."" Dems are d"
Iwillnotfall,POLITICOMag,0.0,0.0,1.0,0.0,"RT @POLITICOMag: For restive liberals, de Blasios re-election campaign will be a first big test in the Age of Trump: https://t.co/m3vww3bw"
Iwillnotfall,t,0.0,0.0,1.0,0.0,"RT @POLITICOMag: For restive liberals, de Blasios re-election campaign will be a first big test in the Age of Trump: https://t.co/m3vww3bw"
JamesDubhthaigh,bryanbehar,0.0772,0.18,0.631,0.189,RT @bryanbehar: We are talking about the theft of an American election by a foreign enemy. And no branch of govt willing to ensure justice
jrountreeinc,KellyannePolls,0.0,0.0,1.0,0.0,"RT @KellyannePolls: FBI: ""fuzzy"", ""ambiguous"" connection. Did Putin's Russia really try and get Trump elected? CIA veterans urge caution ht"
Ah_muzings,SaintGimp,-0.659,0.197,0.803,0.0,RT @SaintGimp: The most frustrating thing about this Russia thing: there's no NEW info here. All the facts were known to the right people b
librarian5280,CoryBooker,0.4588,0.0,0.81,0.19,RT @CoryBooker: I join urgent call for Congress to form bipartisan select committee to investigate Russian interference in election: https:
TaiRagan,RanttNews,-0.34,0.146,0.854,0.0,RT @RanttNews: Russian interference in our election should alarm every American. We must dutifully reacthttps://t.co/FI0RjgEWmP
MsScree,michaelianblack,-0.3167,0.223,0.777,0.0,RT @michaelianblack: This. Whole. Election. Fucking. Stinks. Baaaaaaaaad. https://t.co/iUWejHTqL4
MsScree,twitter,-0.3167,0.223,0.777,0.0,RT @michaelianblack: This. Whole. Election. Fucking. Stinks. Baaaaaaaaad. https://t.co/iUWejHTqL4
luanph0311,SolidBlue2012,0.2023,0.0,0.904,0.096,RT @SolidBlue2012: Trump faces first significant post-election pushback from Republicans over CIA report on Russia - LA Times https://t.co/
luanph0311,t,0.2023,0.0,0.904,0.096,RT @SolidBlue2012: Trump faces first significant post-election pushback from Republicans over CIA report on Russia - LA Times https://t.co/
CragoDeb,WalshFreedom,0.7992,0.058,0.677,0.266,"RT @WalshFreedom: There's evidence Russia messed around with our election, but cuz our guy won, people on my side are ok with that?That's"
nana5greatgrand,Irwin_Elaine,0.0,0.0,1.0,0.0,RT @Irwin_Elaine: @_0HOUR1 Here's a list of all the Foreign Governments who interfered in the last Pres election. I mean... donated to the
chulesee,LoisSmithers,-0.7096,0.222,0.708,0.071,RT @LoisSmithers: Read to end - NYT lets itself off the hook for its horrific coverage of election: Truth and Lies in the Age of Trump http
amansharmaaap,AamAdmiPartyFBD,0.5574,0.0,0.753,0.247,"RT @AamAdmiPartyFBD: On Municipality Election, #TeamFaridabad leadership @AbhashChandela &amp; @ranbirchandila clarifies that Party will not co"
CalypsoCats,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
JBarongen,citizentvkenya,-0.0516,0.14,0.671,0.189,RT @citizentvkenya: Gambias President Jammeh to challenge election loss at top court https://t.co/hKl09ZAe8B https://t.co/Xh77HXSiS1
JBarongen,,-0.0516,0.14,0.671,0.189,RT @citizentvkenya: Gambias President Jammeh to challenge election loss at top court https://t.co/hKl09ZAe8B https://t.co/Xh77HXSiS1
leftcoastcoach,WalshFreedom,0.6662,0.085,0.672,0.243,RT @WalshFreedom: So wait...the CIA says Russia messed with our election to help Trump win and Trump attacks...the CIA?Not Russia? He goe
BonnieGranny,KellyannePolls,0.0,0.0,1.0,0.0,"RT @KellyannePolls: FBI: ""fuzzy"", ""ambiguous"" connection. Did Putin's Russia really try and get Trump elected? CIA veterans urge caution ht"
wvjoe911,JuddLegum,0.0,0.0,1.0,0.0,Trump adviser suggests election hacks were false flag operation by the Obama administration by @JuddLegum https://t.co/jVkA3eRwxB
wvjoe911,medium,0.0,0.0,1.0,0.0,Trump adviser suggests election hacks were false flag operation by the Obama administration by @JuddLegum https://t.co/jVkA3eRwxB
JeffCallahan75,mitchellvii,-0.5574,0.195,0.805,0.0,RT @mitchellvii: So the Democrats are claiming that the Russians rigged the election by exposing what Democrats really think?You can't ma
GingerSpiceCin,ChicagoMGD,0.4767,0.0,0.853,0.147,RT @ChicagoMGD: @aliasvaughn @ezlusztig Reminder it isn't just the @CIA 16 other intelligence agencies had evidence of Russia's interferenc
Koustubh1,Being_Humor,-0.6249,0.186,0.814,0.0,RT @Being_Humor: So Shri @ArvindKejriwal ji made @SatyendarJain Satinder because Punjab election is coming. Worst kind of politics. Shamefu
Ostravaczech,LindseyGrahamSC,0.0,0.0,1.0,0.0,"RT @LindseyGrahamSC: Joint statement with Senators McCain, Schumer, and Reed on reports Russia interfered with the 2016 Election. https://t"
Ostravaczech,,0.0,0.0,1.0,0.0,"RT @LindseyGrahamSC: Joint statement with Senators McCain, Schumer, and Reed on reports Russia interfered with the 2016 Election. https://t"
fbrown7628,neeratanden,0.0,0.0,1.0,0.0,@neeratanden @EricLiptonNYT @ScottShaneNYT @EricLichtblau @nytimes Get over it. Don't you offer more as a lib/dem?the election 4 1/2wks ago!
sguglie2,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
GamerOps,MaxAbrahms,-0.5106,0.136,0.864,0.0,RT @MaxAbrahms: The Twitter outrage over Russian interference in the election would be more credible if not spearheaded by Hillary fans loo
2crazy4books2,Sifill_LDF,0.0,0.0,1.0,0.0,@Sifill_LDF @ndylan1 https://t.co/UriwbWI930
2crazy4books2,petitions,0.0,0.0,1.0,0.0,@Sifill_LDF @ndylan1 https://t.co/UriwbWI930
snickerfritz04,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
e_revolutionist,RanttNews,-0.34,0.146,0.854,0.0,RT @RanttNews: Russian interference in our election should alarm every American. We must dutifully reacthttps://t.co/FI0RjgEWmP
melissa_sawyer,CoryBooker,0.4588,0.0,0.81,0.19,RT @CoryBooker: I join urgent call for Congress to form bipartisan select committee to investigate Russian interference in election: https:
disgustedvoter2,Lee_in_Iowa,-0.5719,0.171,0.829,0.0,"RT @Lee_in_Iowa: Hey, @realDonaldTrump, in case you thought you actually ""won"" the election, no.Americans hate you. Oh well..... https://t"
disgustedvoter2,,-0.5719,0.171,0.829,0.0,"RT @Lee_in_Iowa: Hey, @realDonaldTrump, in case you thought you actually ""won"" the election, no.Americans hate you. Oh well..... https://t"
clausen_ed,colinjones,0.3182,0.116,0.677,0.207,"RT @colinjones: You know, Im, like, a smart person. - Trump on criticism of his refusal of more regular intel briefings https://t.co/aGd"
clausen_ed,t,0.3182,0.116,0.677,0.207,"RT @colinjones: You know, Im, like, a smart person. - Trump on criticism of his refusal of more regular intel briefings https://t.co/aGd"
ALKCFA,stephenWalt,-0.4019,0.124,0.876,0.0,"RT @stephenWalt: Shocking that Russia tried to influence US election.  I mean, WE would NEVER interfere in another state's internal politic"
whaaf,scottwongDC,-0.34,0.112,0.888,0.0,"RT @scottwongDC: In rare bipartisan statement, McCAIN, GRAHAM, SCHUMER &amp; REED say reports of Russian interference in election ""should alarm"
phyzzycyst,Bill_Rhodes54,-0.3182,0.213,0.669,0.117,"RT @Bill_Rhodes54: #RussiaHacking is what you say when you:1) lose election2) realize ""popular vote"" means nothing3) Get humiliated by"
80sRetroPics,bbc,0.0,0.0,1.0,0.0,#Vintage #Retro #80s Macedonia election: Conservatives edge ahead as votes counted - BBC News https://t.co/BYThUsnLL8
SheilaSteger,HuffingtonPost,0.4939,0.083,0.728,0.189,RT @HuffingtonPost: These super PAC donors were able to hide their identities before the election https://t.co/J3NMv5ynDt https://t.co/Hyne
SheilaSteger,m,0.4939,0.083,0.728,0.189,RT @HuffingtonPost: These super PAC donors were able to hide their identities before the election https://t.co/J3NMv5ynDt https://t.co/Hyne
Smokyjo1,YouTube,0.0,0.0,1.0,0.0,CIA Splinter Group Calls For Overthrow Of Trump Election https://t.co/T488iiYWMG via @YouTube
Smokyjo1,youtube,0.0,0.0,1.0,0.0,CIA Splinter Group Calls For Overthrow Of Trump Election https://t.co/T488iiYWMG via @YouTube
DevilsGodson75,newcenturytimes,0.0,0.0,1.0,0.0,https://t.co/a94qZtoFZ5
PazyAmor53,KellyannePolls,-0.3182,0.099,0.901,0.0,"RT @KellyannePolls: Now match the 1.2 billion dollars with the ""winning"" campaign messages and the post-election spin as to why they lost."
InfoPasser,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
iTheHammer,JBurtonXP,0.6597,0.0,0.779,0.221,"RT @JBurtonXP: If Russia wanted to influence the election, they should've just donated millions to Hillary like all the respectable foreign"
kurt_cagle,twitter,0.4336,0.158,0.516,0.326,"Given the role the FBI played in the election, I share as hell trust the CIA more as an authority. https://t.co/MA8nzDjMD3"
SDReyley,ericgarland,0.0,0.0,1.0,0.0,RT @ericgarland: Do you tell America the day after the election that Russia spearfished all of our think tanks in brazen fashion?
ThomasKeown1,SenJohnMcCain,-0.296,0.099,0.901,0.0,RT @SenJohnMcCain: #CyberSecurity can't be partisan. The stakes are too high. Will work across aisle to investigate &amp; stop cyberattacks htt
Pastapharian700,MtnMD,0.0,0.0,1.0,0.0,RT @MtnMD: RT @asJBdorightthng: '94 SCOTUS:Mark v Stinson reversed state Sen election:2 officials knew R fraud-gv 2Dem opponent https://t.c
Pastapharian700,,0.0,0.0,1.0,0.0,RT @MtnMD: RT @asJBdorightthng: '94 SCOTUS:Mark v Stinson reversed state Sen election:2 officials knew R fraud-gv 2Dem opponent https://t.c
jamesmurphypdx,VABVOX,-0.7184,0.25,0.75,0.0,"RT @VABVOX: I can't be the only reporter who finds it odd after months of claiming election was rigged, @BernieSanders has no comment on Tr"
IslamophobiaLOL,barenakedislam,0.0,0.0,1.0,0.0,FLYING PIGS MOMENT from a far left writer at the New York Times: Election https://t.co/a2Xtae8A8r #islamophobia
BellaDawn01527,mabrams,0.0,0.0,1.0,0.0,"RT @mabrams: McCain, Graham, Schumer, Reed Joint Statement on Reports That Russia Interfered with the 2016 Election  https://t.co/sNuGY23cH1"
BellaDawn01527,armed-services,0.0,0.0,1.0,0.0,"RT @mabrams: McCain, Graham, Schumer, Reed Joint Statement on Reports That Russia Interfered with the 2016 Election  https://t.co/sNuGY23cH1"
GivingFace,youtube,-0.5423,0.32,0.552,0.127,The Truth About Fake News | Russia Hacked U.S. Election For Donald Trump? https://t.co/NJh3Gm6wjA
AsianAmeri4HRC,starfirst,0.0,0.0,1.0,0.0,RT @starfirst: President Obama: Time to Call for a New General Election! - Sign the Petition! https://t.co/pQJTN9QGm4 via @Change
AsianAmeri4HRC,change,0.0,0.0,1.0,0.0,RT @starfirst: President Obama: Time to Call for a New General Election! - Sign the Petition! https://t.co/pQJTN9QGm4 via @Change
ChrisGaryL,LibertyTwoNews,-0.4767,0.171,0.829,0.0,RT @LibertyTwoNews: Sheryl Sandberg Says Fake News Did Not Sway Election | The Daily Caller https://t.co/GCIk9xhCDy  #breaking
ChrisGaryL,dailycaller,-0.4767,0.171,0.829,0.0,RT @LibertyTwoNews: Sheryl Sandberg Says Fake News Did Not Sway Election | The Daily Caller https://t.co/GCIk9xhCDy  #breaking
buffalogiu,igorvolsky,0.7845,0.0,0.711,0.289,RT @igorvolsky: Republicans used to love Congressional investigations. Will they support a probe into Russian hacking of the election? http
StateoftheInter,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
kountrykaye1257,KellyannePolls,-0.3182,0.099,0.901,0.0,"RT @KellyannePolls: Now match the 1.2 billion dollars with the ""winning"" campaign messages and the post-election spin as to why they lost."
JaneMoss08,jkarsh,0.4576,0.0,0.87,0.13,"RT @jkarsh: Given the CIA report about Russia influencing our election, this line from an @azcentral piece is very interesting. https://t.c"
JaneMoss08,,0.4576,0.0,0.87,0.13,"RT @jkarsh: Given the CIA report about Russia influencing our election, this line from an @azcentral piece is very interesting. https://t.c"
marie_harl,LindseyGrahamSC,0.0,0.0,1.0,0.0,"RT @LindseyGrahamSC: Joint statement with Senators McCain, Schumer, and Reed on reports Russia interfered with the 2016 Election. https://t"
marie_harl,,0.0,0.0,1.0,0.0,"RT @LindseyGrahamSC: Joint statement with Senators McCain, Schumer, and Reed on reports Russia interfered with the 2016 Election. https://t"
bichonpawz,abc10,0.4404,0.101,0.671,0.228,'Make America Kind Again' signs in high demand even after election https://t.co/iwbAyeZdiC
PrincessBibiRF_,CarmineZozzora,0.0516,0.097,0.798,0.105,"RT @CarmineZozzora: Nothing like the CIA saving all their Russia ""secret assessment"" stuff up until after ""shoo-in"" Hillary lost the electi"
JRehling,howiewolf,0.0772,0.0,0.933,0.067,RT @howiewolf: Number of Congressional hearings on Benghazi: 33.Number of Congressional hearings on Russian efforts to influence our elec
PhyllisCopeland,JuddLegum,0.4404,0.0,0.838,0.162,RT @JuddLegum: UPDATE: GOP members supporting investigation of Russian interference in electionSen GrahamSen McCainSen LankfordSen Cor
boudreaulorrain,MarkSimoneNY,0.6486,0.093,0.633,0.274,RT @MarkSimoneNY: FBI investigation concludes there's no evidence that Russia tried to help Trump win the election: https://t.co/VreXCA4NIs
boudreaulorrain,nytimes,0.6486,0.093,0.633,0.274,RT @MarkSimoneNY: FBI investigation concludes there's no evidence that Russia tried to help Trump win the election: https://t.co/VreXCA4NIs
SocialTweet509,_Makada_,-0.9081,0.383,0.617,0.0,RT @_Makada_: The same fake news media who said Iraq had weapons of mass destruction now claims Russia hacked our election. MSM are known l
fickles,Slate,-0.34,0.146,0.854,0.0,RT @Slate: Key senators: Reports of Russian election meddling should alarm every American: https://t.co/O3nv3P6ts3 https://t.co/zFD04tOQRM
fickles,slate,-0.34,0.146,0.854,0.0,RT @Slate: Key senators: Reports of Russian election meddling should alarm every American: https://t.co/O3nv3P6ts3 https://t.co/zFD04tOQRM
cassroy,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
jodi_yoho,WeNeedTrump,-0.5413,0.155,0.845,0.0,RT @WeNeedTrump: Donald Trump's use of Twitter absolutely destroyed the mainstream media during this election. Will they ever learn? #MAGA
ginjasnappy,michaelianblack,0.0,0.0,1.0,0.0,RT @michaelianblack: Another thing that isn't normal: there has not been a single moment since 11/8 where some part of me wasn't thinking a
575haiku,adirado29,-0.5423,0.189,0.811,0.0,RT @adirado29: Moscow rules? CIA report raises troubling questions about Donald Trump's relationship with Russia https://t.co/wp0yNEhF4Q
575haiku,theage,-0.5423,0.189,0.811,0.0,RT @adirado29: Moscow rules? CIA report raises troubling questions about Donald Trump's relationship with Russia https://t.co/wp0yNEhF4Q
RebeccaSWH,scottwongDC,-0.34,0.112,0.888,0.0,"RT @scottwongDC: In rare bipartisan statement, McCAIN, GRAHAM, SCHUMER &amp; REED say reports of Russian interference in election ""should alarm"
PainePill,twitter,0.0,0.0,1.0,0.0,"These Yanks were open about foreign election intervention, unlike when the CIA has done it in Latin America. https://t.co/hVJ4F8WpFC"
virende19391800,cctvnews,-0.3612,0.161,0.839,0.0,RT @cctvnews: Donald Trump: CIA assessment of Russian interference in US election ridiculous https://t.co/faCCIwg7Ef
virende19391800,twitter,-0.3612,0.161,0.839,0.0,RT @cctvnews: Donald Trump: CIA assessment of Russian interference in US election ridiculous https://t.co/faCCIwg7Ef
charlescollier,CoryBooker,0.4588,0.0,0.81,0.19,RT @CoryBooker: I join urgent call for Congress to form bipartisan select committee to investigate Russian interference in election: https:
lycoris_aurea,MrJamesonNeat,-0.6597,0.241,0.759,0.0,"RT @MrJamesonNeat: Read this comment, and sign the petition. In states where election fraud seems rampant lawsuits shoul... https://t.co/ms"
lycoris_aurea,twitter,-0.6597,0.241,0.759,0.0,"RT @MrJamesonNeat: Read this comment, and sign the petition. In states where election fraud seems rampant lawsuits shoul... https://t.co/ms"
Linda3717,jmsexton_,0.2263,0.079,0.794,0.127,"RT @jmsexton_: As Democrats demand probe over CIA election claim, GOP senators play politics. https://t.co/KNYgsIvWCx ~ @WashingtonPost htt"
Linda3717,washingtonpost,0.2263,0.079,0.794,0.127,"RT @jmsexton_: As Democrats demand probe over CIA election claim, GOP senators play politics. https://t.co/KNYgsIvWCx ~ @WashingtonPost htt"
mantalicious,ConsultDrSteve,0.0,0.0,1.0,0.0,"RT @ConsultDrSteve: BREAKING: Mitch McConnell Implicated In Russia/Trump Election Meddling, FBI Inquiry https://t.co/BVWtjsFLvW"
mantalicious,bipartisanreport,0.0,0.0,1.0,0.0,"RT @ConsultDrSteve: BREAKING: Mitch McConnell Implicated In Russia/Trump Election Meddling, FBI Inquiry https://t.co/BVWtjsFLvW"
therussophile,therussophile,0.0772,0.0,0.925,0.075,Secret Agenda: Are They Planning To Use Russian Interference As An Excuse To Invalidate Trumps ElectionVictory? https://t.co/pRjO9b7jPG
Top_Story_News,traffic,0.296,0.0,0.879,0.121,"Key GOP senators join call for bipartisan Russia election probe, even as their leaders remain mum https://t.co/KVgJjNSyWO"
mdurand1949,Steven_Strauss,-0.3612,0.194,0.711,0.095,"RT @Steven_Strauss: Man who thought HRC should lose security clearance over e-mail server, sees no need for investigation into Russian hack"
commentor2013,FBI,0.0,0.0,1.0,0.0,@FBI breaks with @CIA on Russia interference in U.S. election https://t.co/VlOlKLg6zE
commentor2013,thehill,0.0,0.0,1.0,0.0,@FBI breaks with @CIA on Russia interference in U.S. election https://t.co/VlOlKLg6zE
BenTurner15,nytimes,0.8442,0.0,0.637,0.363,"RT @nytimes: U.S. intelligence agencies have ""high confidence"" Russia acted covertly to help Trump in election, officials said https://t.co"
BenTurner15,t,0.8442,0.0,0.637,0.363,"RT @nytimes: U.S. intelligence agencies have ""high confidence"" Russia acted covertly to help Trump in election, officials said https://t.co"
SierranWolf,Miami4Trump,0.6833,0.14,0.594,0.266,"RT @Miami4Trump: Sorry Libs, Lindsey &amp; John Don't Qualify As Bilateral Support For Your BOGUS, Putin Hacked The Election Fairytale! LMAO "
