User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
megasafeinvest,reuters,0.0,0.0,1.0,0.0,"Stocks, Mexican peso climb ahead of US election results - Reuters https://t.co/qNEyNfxkFQ"
ONLYTRUMP4USA,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
blackwood_julie,DavidCornDC,-0.7096,0.312,0.688,0.0,RT @DavidCornDC: I have been banned by @realDonaldTrump. I was denied credentials for Trump election night event.
ackwdw123,it,0.0,0.0,1.0,0.0,4chan May Have Brought Down Pro-Clinton Phone Lines Before Election Day https://t.co/BkLpuZxOx2
Shelbscarps,Gizmodo,0.0,0.0,1.0,0.0,RT @Gizmodo: The polls close in six states in just 15 minutes. Here's how to watch the Election Night returns streaming live https://t.co/S
Shelbscarps,jack,0.0,0.0,1.0,0.0,RT @Gizmodo: The polls close in six states in just 15 minutes. Here's how to watch the Election Night returns streaming live https://t.co/S
ScottFralick,JHertnerCTV,0.0,0.0,1.0,0.0,RT @JHertnerCTV: Nap  .. time for some edge of the seat election watching #ElectionParty #Merica #RealLifeRealityShow #NewEra
mlogika1,abcnews,0.25,0.0,0.867,0.133,RT @abcnews: .@HillaryClinton one step away from snaring her dream job #Election2016 https://t.co/XpMh9z93OP https://t.co/mPAFkHucrD
mlogika1,abc,0.25,0.0,0.867,0.133,RT @abcnews: .@HillaryClinton one step away from snaring her dream job #Election2016 https://t.co/XpMh9z93OP https://t.co/mPAFkHucrD
ProLivid,twitter,0.0,0.0,1.0,0.0,This year's election  https://t.co/pAVGg2kLH7
thesaadahmed,LBC,0.0,0.0,1.0,0.0,"RT @LBC: .@ChukaUmunna tells Iain he's hearing tonight from people involved in the US election ""it's very tight"" https://t.co/4zu41YcSJD ht"
thesaadahmed,lbc,0.0,0.0,1.0,0.0,"RT @LBC: .@ChukaUmunna tells Iain he's hearing tonight from people involved in the US election ""it's very tight"" https://t.co/4zu41YcSJD ht"
Twisty58,JamesOKeefeIII,-0.5423,0.132,0.868,0.0,"RT @JamesOKeefeIII: We just caught election officials telling people who to vote for, crime Under 25 PS 3031.11. I will tag both you and @D"
USAncestors1636,POTUS,0.5709,0.0,0.802,0.198,@POTUS  Barack Obama is now viewed more positively than Ronald Reagan was in 1988 #election  https://t.co/JhITpM6uiJ
USAncestors1636,washingtonpost,0.5709,0.0,0.802,0.198,@POTUS  Barack Obama is now viewed more positively than Ronald Reagan was in 1988 #election  https://t.co/JhITpM6uiJ
smallant,AC360,0.743,0.105,0.576,0.319,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ"
smallant,t,0.743,0.105,0.576,0.319,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ"
TLVRP_Tennessee,wjhl,0.0,0.0,1.0,0.0,"#Tennessee #Memphis #Nashville LIVE UPDATES: November 8 local, state election results https://t.co/D0p3cq09t9"
AshleyyOwnby,TweetLikeAGirI,0.6249,0.0,0.661,0.339,RT @TweetLikeAGirI: A great way to start Election Day https://t.co/RpgZgjX3lG
AshleyyOwnby,twitter,0.6249,0.0,0.661,0.339,RT @TweetLikeAGirI: A great way to start Election Day https://t.co/RpgZgjX3lG
alenaangel16,raaaqcity,0.5707,0.0,0.817,0.183,"RT @raaaqcity: please exercise your right to vote tomorrow! unless you're a trump supporter, then election day is on nov. 28th for you guys"
JR818FL,abcnews,0.0,0.0,1.0,0.0,2016 Presidential Election Results: Live Map - ABC News https://t.co/TxHjYY39VV
h8breeding,CherOfficiaI,0.6633,0.0,0.783,0.217,RT @CherOfficiaI: IF TRUMP WINS THE ELECTION   I AM MOVIN OUT OF THE COUNTRY  GOODBYE AMERICA HELLO  CALIFORNIA
oxnfre,aristotiIes,0.0,0.0,1.0,0.0,RT @aristotiIes: election 2016bad end: donald trumpneutral end: jill steingolden end: bernie sanderstrue end: hillary clintonsecret en
juliarosexox,Powerful,0.7085,0.0,0.734,0.266,"RT @Powerful: Me @ the beginning of the election: Ain't no way America letting a cheeto become president. lol what a joke Me November 8,"
wmarsburg,mrchrisaddison,-0.4118,0.116,0.884,0.0,"RT @mrchrisaddison: The last time I was watching a US election this tense, I was standing in the room with Selina Meyer and her team."
zauxier,jimgeraghty,0.7351,0.0,0.714,0.286,"RT @jimgeraghty: The Trump party victory cake. This election is like a surreal, twisted dream where nothing makes sense and its taking f"
qamaranissa,chefalexander1,0.0,0.0,1.0,0.0,"RT @chefalexander1: If I could vote this election, I would. #ImWithHer"
NoYardstick,TheEconomist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
NoYardstick,economist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
Sebai2s,cnnpolitics,0.0,0.0,1.0,0.0,"CNN: 2016 presidential election, House, Senate results via @cnnpolitics https://t.co/DZXRbM2lx8"
Sebai2s,edition,0.0,0.0,1.0,0.0,"CNN: 2016 presidential election, House, Senate results via @cnnpolitics https://t.co/DZXRbM2lx8"
PatriciaFritz4,MotherJones,0.0,0.0,1.0,0.0,RT @MotherJones: It's Election Day and Fox News Just Had a Total Meltdown https://t.co/NPdKw2zSHC https://t.co/lmawPdWCf9
PatriciaFritz4,motherjones,0.0,0.0,1.0,0.0,RT @MotherJones: It's Election Day and Fox News Just Had a Total Meltdown https://t.co/NPdKw2zSHC https://t.co/lmawPdWCf9
jdbfttori,harIeystorm,-0.9199,0.346,0.591,0.062,"RT @harIeystorm: BERNIE JUST WANTED TO HELP, BUT YALL HAD TO LET THE CRIMINAL AND THE RACIST GO THROUGH TO THE ELECTION  #ElectionNight htt"
AliasHandler,MargHartmann,0.357,0.0,0.858,0.142,RT @MargHartmann: As if I werent jealous enough that my polling place doesnt do I voted stickers https://t.co/Kf8XoPXTpG
AliasHandler,vox,0.357,0.0,0.858,0.142,RT @MargHartmann: As if I werent jealous enough that my polling place doesnt do I voted stickers https://t.co/Kf8XoPXTpG
millie_heyyy,Markgatiss,-0.7096,0.362,0.467,0.171,"RT @Markgatiss: I have a dreadful, sick feeling of foreboding about the US election. I hope to Christ I'm wrong."
joabbess,nataliemjb,-0.8016,0.286,0.714,0.0,"RT @nataliemjb: So after all the hell of the last year, having a very boring election night would be very 2016."
justdolanit,EthanDolan,0.4572,0.0,0.864,0.136,@EthanDolan @GraysonDolan so curious to know this; who would you have voted for in the election if you could? #USElection2016
LyellBan,WSJ,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
LyellBan,wsj,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
jhseher,CNNPolitics,0.0,0.0,1.0,0.0,RT @CNNPolitics: Stand by for #CNNElection projectionhttps://t.co/jOauYyVeuX#ElectionNight https://t.co/8Jx61W8ceh
jhseher,twitter,0.0,0.0,1.0,0.0,RT @CNNPolitics: Stand by for #CNNElection projectionhttps://t.co/jOauYyVeuX#ElectionNight https://t.co/8Jx61W8ceh
PhilDeCarolis,business,0.0,0.0,1.0,0.0,RT @business: We're live-blogging #ElectionNight. Follow along here as the results roll in https://t.co/HYCnbzTiqS https://t.co/D20AtkGCw6
PhilDeCarolis,bloomberg,0.0,0.0,1.0,0.0,RT @business: We're live-blogging #ElectionNight. Follow along here as the results roll in https://t.co/HYCnbzTiqS https://t.co/D20AtkGCw6
SculptNewYork,EricTrump,0.5562,0.0,0.86,0.14,"RT @EricTrump: On the eve of this election, let's always remember our bravest men &amp; women who sacrificed everything for our nation! https:/"
SculptNewYork,,0.5562,0.0,0.86,0.14,"RT @EricTrump: On the eve of this election, let's always remember our bravest men &amp; women who sacrificed everything for our nation! https:/"
midnightdrivinn,godnhs,0.5023,0.0,0.84,0.16,"RT @godnhs: I know the election has everyone's attention, but I'd just like to remind you about this: https://t.co/8dB2eweFxO"
midnightdrivinn,twitter,0.5023,0.0,0.84,0.16,"RT @godnhs: I know the election has everyone's attention, but I'd just like to remind you about this: https://t.co/8dB2eweFxO"
outerspes,CALUMDATING,0.1571,0.115,0.737,0.147,RT @CALUMDATING: bless calum for tweeting about the election/voting even though he's not American + on holidays
roofusfirefly,ACLUaz,0.6833,0.0,0.789,0.211,"RT @ACLUaz: HUGE DEAL: If You Voted Early, Check to make sure it counted! 7k ballots in Maricopa Co. have issue https://t.co/VPmYTTyUWC via"
roofusfirefly,azcentral,0.6833,0.0,0.789,0.211,"RT @ACLUaz: HUGE DEAL: If You Voted Early, Check to make sure it counted! 7k ballots in Maricopa Co. have issue https://t.co/VPmYTTyUWC via"
joelwatts,instagram,0.4019,0.0,0.69,0.31,"Election Party Snacks: Republican Raspberries, Democratic https://t.co/RFekpJBDv2"
Radhika0Sharma,itsHIMYMquotes,0.0,0.0,1.0,0.0,RT @itsHIMYMquotes: Since it's Election Day... https://t.co/IEFE9jhYVT
Radhika0Sharma,twitter,0.0,0.0,1.0,0.0,RT @itsHIMYMquotes: Since it's Election Day... https://t.co/IEFE9jhYVT
tillymomma21,StephenKing,-0.34,0.103,0.897,0.0,"RT @StephenKing: The ugliest election in living memory is almost over, but the polls are still open. VOTE, PEOPLE. Do your job."
ekimballin,GabMeoww,0.3612,0.0,0.902,0.098,RT @GabMeoww: This election is like waiting for Christmas morning... You could get a lump of coal or grandma gives you the same sweater as
sjwjs,billmckibben,0.4404,0.0,0.873,0.127,RT @billmckibben: New numbers just in: 93% of the good things about this election had to do with that guy @BernieSanders
iStigrrr,SenSanders,0.6705,0.0,0.744,0.256,RT @SenSanders: Election Day should be a national holiday so that everyone has the time and opportunity to vote.
boisvert813,untappd!,0.0,0.0,1.0,0.0,I just earned the 'Election Day (2016)' badge on @untappd! https://t.co/ioF5fKjThm #voteforbeer
boisvert813,untappd,0.0,0.0,1.0,0.0,I just earned the 'Election Day (2016)' badge on @untappd! https://t.co/ioF5fKjThm #voteforbeer
Goodyear29,penguins,0.2716,0.0,0.793,0.207,@penguins game is more important than this election bs
TLVRP_Tennessee,oakridger,0.1027,0.117,0.748,0.136,#Tennessee #Memphis #Nashville Trump spent a good portion of Election Day sowing doubt about the legitimacy of the https://t.co/fy868izwPk
madisonjheath_,garyfromteenmom,0.7579,0.0,0.683,0.317,RT @garyfromteenmom: there should be a gender reveal party instead of announcing the winner of the election
billionairesson,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
MizCoretta,RedApplePol,0.5473,0.0,0.531,0.469,RT @RedApplePol: HERE'S HOPING  https://t.co/v0Yvnpt9hh
MizCoretta,aljazeera,0.5473,0.0,0.531,0.469,RT @RedApplePol: HERE'S HOPING  https://t.co/v0Yvnpt9hh
FightNightatJoe,ahtrapsm,0.2732,0.0,0.884,0.116,@ahtrapsm to try as well. We're covering this about as heavily as if it was a Norwegian election
BuzzFeed,buzzfeed,0.6115,0.0,0.734,0.266,People are stress-eating the most delicious treats before the election https://t.co/6p2zZ7oVdg https://t.co/eVl1SfBk7B
SternishOwl,curtisstigers,-0.7798,0.254,0.746,0.0,RT @curtisstigers: Hey @mrjamesob I just found this wanker creeping around our election &amp; mumbling nonsense. Does he belong to you guys? ht
EEGRC98,0hour,0.0,0.0,1.0,0.0,RT @0hour: https://t.co/2S72Q1xk2DIndiana70% as of nowits happening!
EEGRC98,t,0.0,0.0,1.0,0.0,RT @0hour: https://t.co/2S72Q1xk2DIndiana70% as of nowits happening!
DeeDeeMarberry,JamesOKeefeIII,-0.5423,0.132,0.868,0.0,"RT @JamesOKeefeIII: We just caught election officials telling people who to vote for, crime Under 25 PS 3031.11. I will tag both you and @D"
Castaneda1210,Capitals,0.0,0.0,1.0,0.0,Im Tweeting to #VoteHoltby for @Capitals bobblehead night! Visit https://t.co/I595bu6URX for more details! #CapsElectionNight
Castaneda1210,nhl,0.0,0.0,1.0,0.0,Im Tweeting to #VoteHoltby for @Capitals bobblehead night! Visit https://t.co/I595bu6URX for more details! #CapsElectionNight
kmcmahon44,barstoolsports,0.5719,0.0,0.856,0.144,"RT @barstoolsports: Before you move to Canada after this election, learn some more about our neighbors to the north. They're happy to have"
scoj24,YahooSports,0.0,0.0,1.0,0.0,RT @YahooSports: Ric Flair voted for exactly who you'd think Ric Flair would vote for: Ric Flair. https://t.co/2GceP31bit https://t.co/wI6G
scoj24,sports,0.0,0.0,1.0,0.0,RT @YahooSports: Ric Flair voted for exactly who you'd think Ric Flair would vote for: Ric Flair. https://t.co/2GceP31bit https://t.co/wI6G
Pinkychelle,YouTube,-0.5962,0.297,0.578,0.125,"I liked a @YouTube video from @weallbe https://t.co/GmUfxDbQVJ ""Baba Dick GREgory: THE GaME's BEen Rigged!!! Election Eve 2016"
Pinkychelle,youtube,-0.5962,0.297,0.578,0.125,"I liked a @YouTube video from @weallbe https://t.co/GmUfxDbQVJ ""Baba Dick GREgory: THE GaME's BEen Rigged!!! Election Eve 2016"
SimplyyRosee,AnimeUproar,0.0,0.0,1.0,0.0,RT @AnimeUproar: We are going LIVE - Election 2016 (ANIME EDITION) -  https://t.co/7cXkLGIyuy #anime #ElectionDay #ElectionNight #Elections
SimplyyRosee,youtube,0.0,0.0,1.0,0.0,RT @AnimeUproar: We are going LIVE - Election 2016 (ANIME EDITION) -  https://t.co/7cXkLGIyuy #anime #ElectionDay #ElectionNight #Elections
ginnyv58,TheMarkRomano,0.0516,0.102,0.789,0.109,RT @TheMarkRomano: It is a real problem that so much rides on one Presidential election.It should not be this way.We are truly at the p
paulrlanni,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
Deplorablecasee,DonaldJTrumpJr,0.3164,0.0,0.906,0.094,RT @DonaldJTrumpJr: DRUDGE: ELECTION WILL BE DECIDED BY EVENING VOTERSGET OUT AND VOTE! Find 5 others. This is our chance to take back Am
Unlaiga,NextGenPhoenix,-0.5423,0.132,0.868,0.0,RT @NextGenPhoenix: This Election brought out the bad in my city. Places got shut down by mass shootings. First time taking bullets for unp
TheUndine3,10thAmendment,-0.7342,0.262,0.668,0.07,@10thAmendment @angelinthepine psyop false flag. Government will do anything even kill us to rig election. Vote!!! Don't let them stop you
NadineORegan,MsAmyHerron,0.0,0.0,1.0,0.0,RT @MsAmyHerron: The only link you need right now https://t.co/HnGEb3QhNk #ElectionNight
NadineORegan,theguardian,0.0,0.0,1.0,0.0,RT @MsAmyHerron: The only link you need right now https://t.co/HnGEb3QhNk #ElectionNight
Gig74Hgig,maramcewin,0.0,0.0,1.0,0.0,RT @maramcewin: Daughter just made our election signs for tonight's election party#ElectionNight #Election2016 #nyvotes @HillaryCl
realtor99587,realtor101blog,0.6052,0.0,0.767,0.233,Election? What Election?! Check Out These Cute Animals We Found in ListingPhotos! https://t.co/O7hFdfbhjv https://t.co/WUHglMwmNb
fortymileFrank,fernacarieles,0.6523,0.1,0.651,0.249,"RT @fernacarieles: ELECTION DAY POLL: AFTER ALL THE MEDIA MANIPULATION AGAINST TRUMP, DO YOU BELIEVE HE STILL HAS A CHANCE TO WIN? https://"
fortymileFrank,,0.6523,0.1,0.651,0.249,"RT @fernacarieles: ELECTION DAY POLL: AFTER ALL THE MEDIA MANIPULATION AGAINST TRUMP, DO YOU BELIEVE HE STILL HAS A CHANCE TO WIN? https://"
greenlawley,lovelaurenxjenn,0.5719,0.0,0.821,0.179,RT @lovelaurenxjenn: If Trump or Hillary  Wins The Election I Am Moving  Out Of The Country  Goodbye America  Hello   N
krystalstory,Cronkite_ASU,0.0,0.0,1.0,0.0,RT @Cronkite_ASU: Walter Cronkite on election night. #CronkiteAt100 https://t.co/pqzgddeELd
krystalstory,twitter,0.0,0.0,1.0,0.0,RT @Cronkite_ASU: Walter Cronkite on election night. #CronkiteAt100 https://t.co/pqzgddeELd
mayadiez,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
PASSMAN47,charliekirk11,0.1779,0.108,0.757,0.135,RT @charliekirk11: To my fellow millennials: don't vote for someone who will enrich herself &amp; gain political power - reject career politici
FloMOUVAUX,Jonbuckhouse,0.6239,0.0,0.843,0.157,RT @Jonbuckhouse: The Polls are starting to close all over the US! Who do you think will win the election?  #ElectionNight #electionday #iV
libbytubbergen,WMUSocial,-0.6229,0.29,0.71,0.0,RT @WMUSocial: Fuck the election! Broncos about to go 10-r0w tonight!
EJRifkind,Yair_Rosenberg,0.5719,0.0,0.778,0.222,"RT @Yair_Rosenberg: Whatever else has happened this election, I am thankful for this moment. https://t.co/guDLhsRptO"
EJRifkind,twitter,0.5719,0.0,0.778,0.222,"RT @Yair_Rosenberg: Whatever else has happened this election, I am thankful for this moment. https://t.co/guDLhsRptO"
casheyesblond,NateSilver538,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
casheyesblond,fivethirtyeight,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
NancyIncocoa,HRC4Prison,-0.6908,0.228,0.722,0.049,"RT @HRC4Prison: DISTRACTIONWhile media tries to focus your attention on this, they want to distract you from election fraud &amp; Clinton th"
webcentraltv,CNN,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
webcentraltv,twitter,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
JWarren5180,Franklin_Graham,0.765,0.0,0.714,0.286,RT @Franklin_Graham: This election isnt overits going to be a tight race. Join with family or friends to pray throughout the night that
esmerugh,CherOfficiaI,0.6633,0.0,0.783,0.217,RT @CherOfficiaI: IF TRUMP WINS THE ELECTION   I AM MOVIN OUT OF THE COUNTRY  GOODBYE AMERICA HELLO  CALIFORNIA
jalenalizabeth,whats_up_Erv,0.3612,0.0,0.884,0.116,"RT @whats_up_Erv: Thank the lord for women voting sticker selfies on Instagram, never would have known today was the election."
jenny_rusher22,KeeganAllen,0.6249,0.0,0.843,0.157,"RT @KeeganAllen: Instead of looking at this election as a series finale of the Great American reality show, look at it as your life...start"
RhondellaW,WDFx2EU8,-0.7284,0.242,0.758,0.0,RT @WDFx2EU8: ELECTION FRAUD: Utah Election In Shambles! Democrats In Vote-By-Mail State Received Multiple Mail-In Ballots! https://t.co/7h
RhondellaW,t,-0.7284,0.242,0.758,0.0,RT @WDFx2EU8: ELECTION FRAUD: Utah Election In Shambles! Democrats In Vote-By-Mail State Received Multiple Mail-In Ballots! https://t.co/7h
zakcreative,TheDailyShow,0.0,0.0,1.0,0.0,RT @TheDailyShow: Election Day is here. Get out and vote. https://t.co/C5rqe8KTyt https://t.co/BKHBkUjtn7
zakcreative,cc,0.0,0.0,1.0,0.0,RT @TheDailyShow: Election Day is here. Get out and vote. https://t.co/C5rqe8KTyt https://t.co/BKHBkUjtn7
leftcobain,skilletmusic,-0.3595,0.122,0.878,0.0,RT @skilletmusic: Skillet is the 1st Christian band to hit No. 1 on the Mainstream Rock Chart with #FeelInvincible! https://t.co/acdfzlImhg
leftcobain,skillet,-0.3595,0.122,0.878,0.0,RT @skilletmusic: Skillet is the 1st Christian band to hit No. 1 on the Mainstream Rock Chart with #FeelInvincible! https://t.co/acdfzlImhg
EceeR___,ImageSlays,-0.1531,0.096,0.904,0.0,RT @ImageSlays: If Donald Trump Looses the election I'll give everybody who RTs this $5 PayPal.
PHES_ITC,google,0.0,0.0,1.0,0.0,RT @google: See #ElectionDay results unfold in real time on Google Search  https://t.co/dKfOxCFm2m https://t.co/CnCrDxVEfq
PHES_ITC,google,0.0,0.0,1.0,0.0,RT @google: See #ElectionDay results unfold in real time on Google Search  https://t.co/dKfOxCFm2m https://t.co/CnCrDxVEfq
Pas_Normal,TBNSport,0.2263,0.0,0.899,0.101,RT @TBNSport: Gunnersaurus leapfrogs Clinton and Trump in exit polls as late Arsenal vote proves decisive https://t.co/RddHtb6SxS https://t
Pas_Normal,tbnsport,0.2263,0.0,0.899,0.101,RT @TBNSport: Gunnersaurus leapfrogs Clinton and Trump in exit polls as late Arsenal vote proves decisive https://t.co/RddHtb6SxS https://t
AngelNapoles4,DonaldJTrumpJr,0.69,0.0,0.802,0.198,RT @DonaldJTrumpJr: Friends sending me pics and lots of calls about long lines. Please wait it out and VOTE! Every vote is needed. Your VOI
JimbauxsJournal,Milbank,0.3612,0.06,0.815,0.124,RT @Milbank: They built a cash bar at Trump election night party-- and his supporters are going to pay for it. https://t.co/X18u0HieSN
JimbauxsJournal,twitter,0.3612,0.06,0.815,0.124,RT @Milbank: They built a cash bar at Trump election night party-- and his supporters are going to pay for it. https://t.co/X18u0HieSN
WandaAlbright1,DonaldJTrumpJr,0.0,0.0,1.0,0.0,RT @DonaldJTrumpJr: Kai sporting the #MAGA hat. She has only asked 300 times today if she could go vote. Not yet! But YOU CAN! Go Vote!!! #
PaceTire,RollTribe2016,-0.6249,0.339,0.661,0.0,@RollTribe2016 this election brought out the worst in people
RoneyCarias,YouTube,0.4215,0.0,0.811,0.189,I liked a @YouTube video from @theyoungturks https://t.co/icFeAIzwF5 The Young Turks Election Day Coverage 2016
RoneyCarias,youtube,0.4215,0.0,0.811,0.189,I liked a @YouTube video from @theyoungturks https://t.co/icFeAIzwF5 The Young Turks Election Day Coverage 2016
tatumdeems,KilgoreMicah,0.6597,0.0,0.803,0.197,"RT @KilgoreMicah: Christians, we're already free in the Lord. whatever the outcome of this election may be, rest in the fact that God reign"
Tolu__A,CNN,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
Tolu__A,twitter,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
biebertopping,AC360,0.743,0.105,0.576,0.319,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ"
biebertopping,t,0.743,0.105,0.576,0.319,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ"
NickDawybida,missmazzz,0.0,0.0,1.0,0.0,RT @missmazzz: I just voted!!! In the presidential election!!! I'm a real life grownup!!!
jwilson195506,NBCNewsPR,-0.4019,0.144,0.856,0.0,RT @NBCNewsPR: BOOKMARK: @NBCNews Battleground Map https://t.co/YAWPTcaBqvTune in to #Decision2016 tonight on @NBC beginning at 7p ET #
jwilson195506,t,-0.4019,0.144,0.856,0.0,RT @NBCNewsPR: BOOKMARK: @NBCNews Battleground Map https://t.co/YAWPTcaBqvTune in to #Decision2016 tonight on @NBC beginning at 7p ET #
vasquez_sari,Dan_Juarez_,0.4939,0.0,0.714,0.286,RT @Dan_Juarez_: In honor of the election today https://t.co/EKStC0TGcU
vasquez_sari,twitter,0.4939,0.0,0.714,0.286,RT @Dan_Juarez_: In honor of the election today https://t.co/EKStC0TGcU
PepeAnabolic,Fash_UK,0.2716,0.0,0.861,0.139,RT @Fash_UK: Imagine not voting in the most important election of our lifetime.... WEW
JadeFrdrik,_Gorran,0.0,0.0,1.0,0.0,"RT @_Gorran: This election affects all of us, and so many people don't seem to understand. #ElectionDay"
chicken_nuggit,ParksPics,0.0,0.0,1.0,0.0,RT @ParksPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/tdjwZ6McOc
chicken_nuggit,twitter,0.0,0.0,1.0,0.0,RT @ParksPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/tdjwZ6McOc
PaulMakesMovies,TIME,0.4019,0.0,0.856,0.144,RT @TIME: Mixed Drinks are $13 and beer is $11 at Donald Trump's election night party https://t.co/GqEEQDeBCf
PaulMakesMovies,fortune,0.4019,0.0,0.856,0.144,RT @TIME: Mixed Drinks are $13 and beer is $11 at Donald Trump's election night party https://t.co/GqEEQDeBCf
irasroom,nytimes,0.0,0.0,1.0,0.0,"RT @nytimes: Live 2016 election results, as they come in https://t.co/Kir4tzdGWF https://t.co/ejeePNRkvG"
irasroom,nytimes,0.0,0.0,1.0,0.0,"RT @nytimes: Live 2016 election results, as they come in https://t.co/Kir4tzdGWF https://t.co/ejeePNRkvG"
dc3246,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
JmitchJon,realtor,0.6052,0.0,0.78,0.22,Election? What Election?! Check Out These Cute Animals We Found in Listing Photos! https://t.co/DgocnH9x4j https://t.co/reAZ5zy5wE
rafoleiro,theverge,0.0,0.0,1.0,0.0,10 provocative political novels to read after the election https://t.co/ugp6Zsjk8I
yin_naya,AmazingDanny_,0.5859,0.0,0.858,0.142,"RT @AmazingDanny_: Americans are yet to know the winner of today's election. If it was Nigeria, we for dun know the result before evening."
MrFijiWiji,JackBrommel,0.0,0.0,1.0,0.0,RT @JackBrommel: Reppin the obvious choice for this election  https://t.co/2L2fBdN3zU
MrFijiWiji,twitter,0.0,0.0,1.0,0.0,RT @JackBrommel: Reppin the obvious choice for this election  https://t.co/2L2fBdN3zU
usconsulatekhi,shareamerica,0.3595,0.0,0.889,0.111,RT @shareamerica: LIVE NOW: Election Night webchat w/ political experts answering ?s about the U.S. election process. Join the chat! https
justjaney_,nedfulmer,0.3182,0.0,0.859,0.141,"RT @nedfulmer: ""I just spellchecked election 5 times to make sure I didn't write erection"" -- @korndiddy"
tooshort__,drmoore,0.7845,0.0,0.717,0.283,"RT @drmoore: Well, it's almost over. What we can all agree on: anyone who has enjoyed this election year needs to seek counseling."
schmemmm,businessinsider,0.5719,0.0,0.821,0.179,RT @businessinsider: WORLD'S BIGGEST HEDGE FUND: Stock markets around the world will tank if Trump wins https://t.co/E3uNuK6fMw https://t.c
schmemmm,businessinsider,0.5719,0.0,0.821,0.179,RT @businessinsider: WORLD'S BIGGEST HEDGE FUND: Stock markets around the world will tank if Trump wins https://t.co/E3uNuK6fMw https://t.c
gocoo,LaurenJauregui,0.4795,0.0,0.881,0.119,RT @LaurenJauregui: I'm so excited that I was able to exercise my vote as a Cuban American Woman for the first time in this particular elec
mooovingmoments,live,0.0,0.0,1.0,0.0,Election 2016 https://t.co/NWnnL4ouMl
PhineasZest,Talkmaster,-0.5423,0.155,0.774,0.071,RT @Talkmaster: Election may be decided by voters who fled Democrat New England to GOP states and then voted to create the same hell they f
marioterrones25,WSJ,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
marioterrones25,wsj,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
stephgue7,Things4WhitePpl,0.0,0.0,1.0,0.0,RT @Things4WhitePpl: Breaking up over an election. https://t.co/2K3zfhewRY
